category,country,year,capacity_mw,group,is_renewable
Other renewable,HR,2021,54.0,renewable,True
Solar,HR,2021,85.0,renewable,True
Wind Onshore,HR,2021,796.0,renewable,True
Fossil Gas,HR,2022,750.0,fossil,False
Fossil Hard coal,HR,2022,217.0,fossil,False
Fossil Oil,HR,2022,75.0,fossil,False
Waste,HR,2022,6.0,other,False
Biomass,HR,2022,111.0,renewable,True
Geothermal,HR,2022,10.0,renewable,True
Hydro Pumped Storage,HR,2022,281.0,renewable,True
Hydro Run-of-river and poundage,HR,2022,428.0,renewable,True
Hydro Water Reservoir,HR,2022,1446.0,renewable,True
Other renewable,HR,2022,57.0,renewable,True
Solar,HR,2022,96.0,renewable,True
Wind Onshore,HR,2022,925.0,renewable,True
Fossil Gas,HR,2023,766.0,fossil,False
Fossil Hard coal,HR,2023,217.0,fossil,False
Fossil Oil,HR,2023,45.0,fossil,False
Waste,HR,2023,6.0,other,False
Biomass,HR,2023,114.0,renewable,True
Geothermal,HR,2023,10.0,renewable,True
Hydro Pumped Storage,HR,2023,281.0,renewable,True
Hydro Run-of-river and poundage,HR,2023,428.0,renewable,True
Hydro Water Reservoir,HR,2023,1446.0,renewable,True
Other renewable,HR,2023,83.0,renewable,True
Solar,HR,2023,140.0,renewable,True
Wind Onshore,HR,2023,981.0,renewable,True
Fossil Gas,HR,2024,886.0,fossil,False
Fossil Hard coal,HR,2024,217.0,fossil,False
Fossil Oil,HR,2024,45.0,fossil,False
Waste,HR,2024,6.0,other,False
Biomass,HR,2024,114.0,renewable,True
Geothermal,HR,2024,10.0,renewable,True
Hydro Pumped Storage,HR,2024,281.0,renewable,True
Hydro Run-of-river and poundage,HR,2024,428.0,renewable,True
Hydro Water Reservoir,HR,2024,1446.0,renewable,True
Other renewable,HR,2024,95.0,renewable,True
Solar,HR,2024,292.0,renewable,True
Wind Onshore,HR,2024,1209.0,renewable,True
Fossil Gas,HU,2014,4786.0,fossil,False
Fossil Oil,HU,2014,410.0,fossil,False
Nuclear,HU,2014,1890.0,nuclear,False
Biogas,HU,2014,61.0,other,False
Fossil_Brown_coal_Lignite,HU,2014,731.0,other,False
Fossil_Hard_coal,HU,2014,168.0,other,False
Hydro_Pure_storage,HU,2014,29.0,other,False
Hydro_RunOfRiver_and_poundage,HU,2014,28.0,other,False
Solar_PV,HU,2014,6.0,other,False
Waste_renewable,HU,2014,25.0,other,False
Wind_onshore,HU,2014,329.0,other,False
Biomass,HU,2014,197.0,renewable,True
Fossil Gas,HU,2015,4124.0,fossil,False
Fossil Oil,HU,2015,410.0,fossil,False
Nuclear,HU,2015,1887.0,nuclear,False
Biogas,HU,2015,62.0,other,False
Fossil_Brown_coal_Lignite,HU,2015,1007.0,other,False
Hydro_Pure_storage,HU,2015,29.0,other,False
Hydro_RunOfRiver_and_poundage,HU,2015,28.0,other,False
Solar_PV,HU,2015,29.0,other,False
Waste_renewable,HU,2015,26.0,other,False
Wind_onshore,HU,2015,328.0,other,False
Biomass,HU,2015,246.0,renewable,True
Fossil Gas,HU,2016,3860.0,fossil,False
Fossil Oil,HU,2016,410.0,fossil,False
Nuclear,HU,2016,1887.0,nuclear,False
Biogas,HU,2016,60.0,other,False
Fossil_Brown_coal_Lignite,HU,2016,1049.0,other,False
Fossil_Hard_coal,HU,2016,292.0,other,False
Hydro_Pure_storage,HU,2016,29.0,other,False
Hydro_RunOfRiver_and_poundage,HU,2016,28.0,other,False
Solar_PV,HU,2016,49.0,other,False
Waste_renewable,HU,2016,28.0,other,False
Wind_onshore,HU,2016,328.0,other,False
Biomass,HU,2016,216.0,renewable,True
Fossil Gas,HU,2017,4120.0,fossil,False
Fossil Oil,HU,2017,410.0,fossil,False
Nuclear,HU,2017,1887.0,nuclear,False
Biogas,HU,2017,64.0,other,False
Fossil_Brown_coal_Lignite,HU,2017,1049.0,other,False
Fossil_Hard_coal,HU,2017,292.0,other,False
Hydro_Pure_storage,HU,2017,28.0,other,False
Hydro_RunOfRiver_and_poundage,HU,2017,28.0,other,False
Solar_PV,HU,2017,94.0,other,False
Waste_renewable,HU,2017,28.0,other,False
Wind_onshore,HU,2017,323.0,other,False
Biomass,HU,2017,246.0,renewable,True
Fossil Gas,HU,2018,4042.0,fossil,False
Fossil Oil,HU,2018,412.0,fossil,False
Nuclear,HU,2018,1899.0,nuclear,False
Biogas,HU,2018,68.0,other,False
Fossil_Brown_coal_Lignite,HU,2018,1049.0,other,False
Fossil_Hard_coal,HU,2018,0.0,other,False
Hydro_Pure_storage,HU,2018,28.0,other,False
Hydro_RunOfRiver_and_poundage,HU,2018,28.0,other,False
Solar_PV,HU,2018,336.0,other,False
Waste_renewable,HU,2018,36.0,other,False
Wind_onshore,HU,2018,325.0,other,False
Biomass,HU,2018,251.0,renewable,True
Fossil Brown coal/Lignite,HU,2019,1048.87,fossil,False
Fossil Gas,HU,2019,4028.43,fossil,False
Fossil Oil,HU,2019,421.06,fossil,False
Nuclear,HU,2019,1898.87,nuclear,False
Waste,HU,2019,59.44,other,False
Biomass,HU,2019,245.95,renewable,True
Geothermal,HU,2019,2.7,renewable,True
Hydro Run-of-river and poundage,HU,2019,29.65,renewable,True
Hydro Water Reservoir,HU,2019,28.16,renewable,True
Other renewable,HU,2019,74.4,renewable,True
Solar,HU,2019,936.25,renewable,True
Wind Onshore,HU,2019,327.48,renewable,True
Fossil Brown coal/Lignite,HU,2020,1006.53,fossil,False
Fossil Gas,HU,2020,4030.29,fossil,False
Fossil Hard coal,HU,2020,42.34,fossil,False
Fossil Oil,HU,2020,420.0,fossil,False
Nuclear,HU,2020,1898.87,nuclear,False
Waste,HU,2020,59.44,other,False
Biomass,HU,2020,240.65,renewable,True
Geothermal,HU,2020,2.7,renewable,True
Hydro Run-of-river and poundage,HU,2020,30.13,renewable,True
Hydro Water Reservoir,HU,2020,28.16,renewable,True
Other renewable,HU,2020,73.51,renewable,True
Solar,HU,2020,1406.51,renewable,True
Wind Onshore,HU,2020,323.28,renewable,True
Fossil Brown coal/Lignite,HU,2021,1006.53,fossil,False
Fossil Gas,HU,2021,4011.36,fossil,False
Fossil Hard coal,HU,2021,42.34,fossil,False
Fossil Oil,HU,2021,420.0,fossil,False
Nuclear,HU,2021,1909.93,nuclear,False
Waste,HU,2021,49.44,other,False
Biomass,HU,2021,212.65,renewable,True
Geothermal,HU,2021,2.7,renewable,True
Hydro Run-of-river and poundage,HU,2021,30.13,renewable,True
Hydro Water Reservoir,HU,2021,28.16,renewable,True
Other renewable,HU,2021,69.46,renewable,True
Solar,HU,2021,1828.66,renewable,True
Wind Onshore,HU,2021,323.28,renewable,True
Fossil Brown coal/Lignite,HU,2022,1006.53,fossil,False
Fossil Gas,HU,2022,3974.48,fossil,False
Fossil Hard coal,HU,2022,42.34,fossil,False
Fossil Oil,HU,2022,424.8,fossil,False
Nuclear,HU,2022,1915.6,nuclear,False
Waste,HU,2022,49.44,other,False
Biomass,HU,2022,212.65,renewable,True
Geothermal,HU,2022,2.7,renewable,True
Hydro Run-of-river and poundage,HU,2022,33.03,renewable,True
Hydro Water Reservoir,HU,2022,28.16,renewable,True
Other renewable,HU,2022,69.6,renewable,True
Solar,HU,2022,2523.57,renewable,True
Wind Onshore,HU,2022,323.28,renewable,True
Fossil Brown coal/Lignite,HU,2023,786.56,fossil,False
Fossil Gas,HU,2023,3151.14,fossil,False
Fossil Hard coal,HU,2023,42.34,fossil,False
Fossil Oil,HU,2023,424.8,fossil,False
Nuclear,HU,2023,1915.6,nuclear,False
Other,HU,2023,21.84,other,False
Waste,HU,2023,49.44,other,False
Biomass,HU,2023,212.65,renewable,True
Geothermal,HU,2023,2.7,renewable,True
Hydro Run-of-river and poundage,HU,2023,33.03,renewable,True
Hydro Water Reservoir,HU,2023,28.16,renewable,True
Other renewable,HU,2023,70.32,renewable,True
Solar,HU,2023,3300.37,renewable,True
Wind Onshore,HU,2023,323.28,renewable,True
Fossil Brown coal/Lignite,HU,2024,786.56,fossil,False
Fossil Gas,HU,2024,3160.86,fossil,False
Fossil Hard coal,HU,2024,42.34,fossil,False
Fossil Oil,HU,2024,424.8,fossil,False
Nuclear,HU,2024,1915.6,nuclear,False
Other,HU,2024,35.29,other,False
Waste,HU,2024,49.44,other,False
Biomass,HU,2024,213.85,renewable,True
Geothermal,HU,2024,2.7,renewable,True
Hydro Run-of-river and poundage,HU,2024,33.0,renewable,True
Hydro Water Reservoir,HU,2024,28.16,renewable,True
Other renewable,HU,2024,70.82,renewable,True
Solar,HU,2024,3888.0,renewable,True
Wind Onshore,HU,2024,325.08,renewable,True
Fossil Gas,IE,2014,3805.0,fossil,False
Fossil Oil,IE,2014,1138.0,fossil,False
Fossil Peat,IE,2014,228.0,fossil,False
Fossil_Brown_coal_Lignite,IE,2014,346.0,other,False
Fossil_Hard_coal,IE,2014,855.0,other,False
Fossil_Mixed_fuels,IE,2014,12.0,other,False
Hydro_Pure_pumped_Storage,IE,2014,292.0,other,False
Hydro_Pure_storage,IE,2014,238.0,other,False
Other_non_renewable,IE,2014,230.0,other,False
Waste_renewable,IE,2014,9.0,other,False
Wind_onshore,IE,2014,2265.0,other,False
Biomass,IE,2014,24.0,renewable,True
Fossil Gas,IE,2015,4270.0,fossil,False
Fossil Oil,IE,2015,926.0,fossil,False
Fossil Peat,IE,2015,228.0,fossil,False
Fossil_Brown_coal_Lignite,IE,2015,346.0,other,False
Fossil_Hard_coal,IE,2015,855.0,other,False
Fossil_Mixed_fuels,IE,2015,12.0,other,False
Hydro_Pure_pumped_Storage,IE,2015,292.0,other,False
Hydro_Pure_storage,IE,2015,242.0,other,False
Other_non_renewable,IE,2015,251.0,other,False
Other_renewable,IE,2015,67.0,other,False
Waste_renewable,IE,2015,9.0,other,False
Wind_onshore,IE,2015,2400.0,other,False
Biomass,IE,2015,7.0,renewable,True
Fossil Gas,IE,2016,4215.0,fossil,False
Fossil Oil,IE,2016,916.0,fossil,False
Fossil Peat,IE,2016,228.0,fossil,False
Fossil_Hard_coal,IE,2016,855.0,other,False
Hydro_Pure_pumped_Storage,IE,2016,292.0,other,False
Hydro_RunOfRiver_and_poundage,IE,2016,238.0,other,False
Non_identified_net_gen,IE,2016,269.0,other,False
Other_renewable,IE,2016,338.0,other,False
Waste_non_renewable,IE,2016,8.0,other,False
Waste_renewable,IE,2016,9.0,other,False
Wind_onshore,IE,2016,2740.0,other,False
Fossil Gas,IE,2017,4215.0,fossil,False
Fossil Oil,IE,2017,916.0,fossil,False
Fossil Peat,IE,2017,228.0,fossil,False
Fossil_Hard_coal,IE,2017,855.0,other,False
Hydro_Pure_pumped_Storage,IE,2017,292.0,other,False
Hydro_RunOfRiver_and_poundage,IE,2017,238.0,other,False
Non_identified_net_gen,IE,2017,269.0,other,False
Other_renewable,IE,2017,338.0,other,False
Waste_non_renewable,IE,2017,39.5,other,False
Waste_renewable,IE,2017,39.5,other,False
Wind_onshore,IE,2017,3080.0,other,False
Fossil Gas,IE,2018,4215.0,fossil,False
Fossil Oil,IE,2018,916.0,fossil,False
Fossil Peat,IE,2018,228.0,fossil,False
Fossil_Hard_coal,IE,2018,855.0,other,False
Hydro_Pure_pumped_Storage,IE,2018,292.0,other,False
Hydro_RunOfRiver_and_poundage,IE,2018,238.0,other,False
Non_identified_net_gen,IE,2018,269.0,other,False
Other_renewable,IE,2018,338.0,other,False
Waste_non_renewable,IE,2018,39.5,other,False
Waste_renewable,IE,2018,39.5,other,False
Wind_onshore,IE,2018,3080.0,other,False
Fossil Gas,IE,2019,4265.0,fossil,False
Fossil Hard coal,IE,2019,855.0,fossil,False
Fossil Oil,IE,2019,1272.0,fossil,False
Fossil Peat,IE,2019,343.6,fossil,False
Other,IE,2019,647.0,other,False
Geothermal,IE,2019,17.0,renewable,True
Hydro Pumped Storage,IE,2019,292.0,renewable,True
Hydro Run-of-river and poundage,IE,2019,216.0,renewable,True
Wind Onshore,IE,2019,1918.73,renewable,True
Fossil Gas,IE,2020,4265.0,fossil,False
Fossil Hard coal,IE,2020,855.0,fossil,False
Fossil Oil,IE,2020,1272.0,fossil,False
Fossil Peat,IE,2020,343.6,fossil,False
Other,IE,2020,647.0,other,False
Geothermal,IE,2020,17.0,renewable,True
Hydro Pumped Storage,IE,2020,292.0,renewable,True
Hydro Run-of-river and poundage,IE,2020,216.0,renewable,True
Wind Onshore,IE,2020,1918.73,renewable,True
Fossil Gas,IE,2021,4265.0,fossil,False
Fossil Hard coal,IE,2021,855.0,fossil,False
Fossil Oil,IE,2021,1272.0,fossil,False
Fossil Peat,IE,2021,343.6,fossil,False
Other,IE,2021,647.0,other,False
Geothermal,IE,2021,17.0,renewable,True
Hydro Pumped Storage,IE,2021,292.0,renewable,True
Hydro Run-of-river and poundage,IE,2021,216.0,renewable,True
Wind Onshore,IE,2021,1918.73,renewable,True
Fossil Gas,IE,2022,4265.0,fossil,False
Fossil Hard coal,IE,2022,855.0,fossil,False
Fossil Oil,IE,2022,1272.0,fossil,False
Fossil Peat,IE,2022,343.6,fossil,False
Other,IE,2022,647.0,other,False
Geothermal,IE,2022,17.0,renewable,True
Hydro Pumped Storage,IE,2022,292.0,renewable,True
Hydro Run-of-river and poundage,IE,2022,216.0,renewable,True
Wind Onshore,IE,2022,1918.73,renewable,True
Fossil Gas,IE,2023,4265.0,fossil,False
Fossil Hard coal,IE,2023,855.0,fossil,False
Fossil Oil,IE,2023,1272.0,fossil,False
Fossil Peat,IE,2023,343.6,fossil,False
Other,IE,2023,647.0,other,False
Geothermal,IE,2023,17.0,renewable,True
Hydro Pumped Storage,IE,2023,292.0,renewable,True
Hydro Run-of-river and poundage,IE,2023,216.0,renewable,True
Wind Onshore,IE,2023,1918.73,renewable,True
Fossil Gas,IE,2024,4265.0,fossil,False
Fossil Hard coal,IE,2024,855.0,fossil,False
Fossil Oil,IE,2024,1272.0,fossil,False
Fossil Peat,IE,2024,343.6,fossil,False
Other,IE,2024,647.0,other,False
Geothermal,IE,2024,17.0,renewable,True
Hydro Pumped Storage,IE,2024,292.0,renewable,True
Hydro Run-of-river and poundage,IE,2024,216.0,renewable,True
Wind Onshore,IE,2024,1918.73,renewable,True
Fossil Oil,IS,2014,52.0,fossil,False
Hydro_Pure_storage,IS,2014,1860.0,other,False
Hydro_RunOfRiver_and_poundage,IS,2014,25.0,other,False
Other_renewable,IS,2014,663.0,other,False
Wind_onshore,IS,2014,1.8,other,False
Geothermal,IS,2014,663.0,renewable,True
Fossil Oil,IS,2015,10.8,fossil,False
Hydro_Pure_storage,IS,2015,1948.0,other,False
Hydro_RunOfRiver_and_poundage,IS,2015,24.6,other,False
Wind_onshore,IS,2015,1.8,other,False
Geothermal,IS,2015,661.0,renewable,True
Fossil Oil,IS,2016,10.8,fossil,False
Hydro_Pure_storage,IS,2016,1948.0,other,False
Hydro_RunOfRiver_and_poundage,IS,2016,24.6,other,False
Wind_onshore,IS,2016,1.8,other,False
Geothermal,IS,2016,661.0,renewable,True
Fossil Oil,IS,2017,10.8,fossil,False
Hydro_Pure_storage,IS,2017,1948.0,other,False
Hydro_RunOfRiver_and_poundage,IS,2017,24.6,other,False
Wind_onshore,IS,2017,1.8,other,False
Geothermal,IS,2017,706.0,renewable,True
Fossil Oil,IS,2018,10.8,fossil,False
Hydro_Pure_storage,IS,2018,1948.0,other,False
Hydro_RunOfRiver_and_poundage,IS,2018,24.6,other,False
Wind_onshore,IS,2018,1.8,other,False
Geothermal,IS,2018,748.0,renewable,True
Fossil Gas,IT,2014,39042.0,fossil,False
Fossil Oil,IT,2014,22258.0,fossil,False
Biogas,IT,2014,1683.0,other,False
Fossil_Coal_derived_gas,IT,2014,777.2,other,False
Fossil_Hard_coal,IT,2014,6357.0,other,False
Hydro_Mixed_pumped_storage_renewable,IT,2014,3409.0,other,False
Hydro_Pure_pumped_Storage,IT,2014,4753.0,other,False
Hydro_Pure_storage,IT,2014,4690.0,other,False
Hydro_RunOfRiver_and_poundage,IT,2014,12175.0,other,False
Other_non_renewable,IT,2014,3540.0,other,False
Other_renewable,IT,2014,336.75,other,False
Solar_PV,IT,2014,18613.0,other,False
Waste_non_renewable,IT,2014,159.57,other,False
Waste_renewable,IT,2014,159.57,other,False
Wind_onshore,IT,2014,8655.0,other,False
Biomass,IT,2014,2140.0,renewable,True
Geothermal,IT,2014,961.89,renewable,True
Fossil Gas,IT,2015,39292.0,fossil,False
Fossil Oil,IT,2015,22264.0,fossil,False
Fossil Oil,IT,2015,0.0,fossil,False
Fossil Peat,IT,2015,0.0,fossil,False
Nuclear,IT,2015,0.0,nuclear,False
Biogas,IT,2015,1703.0,other,False
Fossil_Brown_coal_Lignite,IT,2015,0.0,other,False
Fossil_Coal_derived_gas,IT,2015,779.0,other,False
Fossil_Hard_coal,IT,2015,6357.0,other,False
Fossil_Mixed_fuels,IT,2015,0.0,other,False
Fossil_Other,IT,2015,0.0,other,False
Hydro_Marine,IT,2015,0.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,IT,2015,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,IT,2015,3409.0,other,False
Hydro_Pure_pumped_Storage,IT,2015,4753.0,other,False
Hydro_Pure_storage,IT,2015,4690.0,other,False
Hydro_RunOfRiver_and_poundage,IT,2015,12332.0,other,False
Non_identified_net_gen,IT,2015,0.0,other,False
Other_non_renewable,IT,2015,3556.0,other,False
Other_renewable,IT,2015,337.0,other,False
Solar_PV,IT,2015,18920.0,other,False
Solar_Thermal,IT,2015,0.0,other,False
Waste_non_renewable,IT,2015,163.0,other,False
Waste_renewable,IT,2015,163.0,other,False
Wind_offshore,IT,2015,0.0,other,False
Wind_onshore,IT,2015,9129.0,other,False
Biomass,IT,2015,2156.0,renewable,True
Geothermal,IT,2015,962.0,renewable,True
Fossil Gas,IT,2016,39510.0,fossil,False
Fossil Oil,IT,2016,22221.0,fossil,False
Fossil Oil,IT,2016,0.0,fossil,False
Fossil Peat,IT,2016,0.0,fossil,False
Nuclear,IT,2016,0.0,nuclear,False
Biogas,IT,2016,1724.0,other,False
Fossil_Brown_coal_Lignite,IT,2016,0.0,other,False
Fossil_Coal_derived_gas,IT,2016,779.0,other,False
Fossil_Hard_coal,IT,2016,6357.0,other,False
Fossil_Mixed_fuels,IT,2016,0.0,other,False
Fossil_Other,IT,2016,0.0,other,False
Hydro_Marine,IT,2016,0.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,IT,2016,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,IT,2016,4179.0,other,False
Hydro_Pure_pumped_Storage,IT,2016,4753.0,other,False
Hydro_Pure_storage,IT,2016,5148.0,other,False
Hydro_RunOfRiver_and_poundage,IT,2016,12447.0,other,False
Non_identified_net_gen,IT,2016,0.0,other,False
Other_non_renewable,IT,2016,3561.0,other,False
Other_renewable,IT,2016,337.0,other,False
Solar_PV,IT,2016,19288.0,other,False
Solar_Thermal,IT,2016,0.0,other,False
Waste_non_renewable,IT,2016,163.0,other,False
Waste_renewable,IT,2016,163.0,other,False
Wind_offshore,IT,2016,0.0,other,False
Wind_onshore,IT,2016,9416.0,other,False
Biomass,IT,2016,2247.0,renewable,True
Geothermal,IT,2016,962.0,renewable,True
Fossil Gas,IT,2017,44283.0,fossil,False
Fossil Oil,IT,2017,15545.0,fossil,False
Fossil Oil,IT,2017,0.0,fossil,False
Fossil Peat,IT,2017,0.0,fossil,False
Nuclear,IT,2017,0.0,nuclear,False
Biogas,IT,2017,1336.0,other,False
Fossil_Brown_coal_Lignite,IT,2017,0.0,other,False
Fossil_Coal_derived_gas,IT,2017,2057.0,other,False
Fossil_Hard_coal,IT,2017,7354.0,other,False
Fossil_Mixed_fuels,IT,2017,0.0,other,False
Fossil_Other,IT,2017,0.0,other,False
Hydro_Marine,IT,2017,0.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,IT,2017,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,IT,2017,4179.0,other,False
Hydro_Pure_pumped_Storage,IT,2017,4753.0,other,False
Hydro_Pure_storage,IT,2017,5102.0,other,False
Hydro_RunOfRiver_and_poundage,IT,2017,12591.0,other,False
Non_identified_net_gen,IT,2017,0.0,other,False
Other_non_renewable,IT,2017,3256.0,other,False
Other_renewable,IT,2017,316.0,other,False
Solar_PV,IT,2017,19662.0,other,False
Solar_Thermal,IT,2017,0.0,other,False
Waste_non_renewable,IT,2017,166.0,other,False
Waste_renewable,IT,2017,166.0,other,False
Wind_offshore,IT,2017,0.0,other,False
Wind_onshore,IT,2017,9778.0,other,False
Biomass,IT,2017,1626.0,renewable,True
Geothermal,IT,2017,962.0,renewable,True
Fossil Gas,IT,2018,44737.0,fossil,False
Fossil Oil,IT,2018,2485.0,fossil,False
Fossil Oil,IT,2018,0.0,fossil,False
Fossil Peat,IT,2018,0.0,fossil,False
Nuclear,IT,2018,0.0,nuclear,False
Biogas,IT,2018,1268.0,other,False
Fossil_Brown_coal_Lignite,IT,2018,0.0,other,False
Fossil_Coal_derived_gas,IT,2018,1204.0,other,False
Fossil_Hard_coal,IT,2018,7962.0,other,False
Fossil_Mixed_fuels,IT,2018,0.0,other,False
Fossil_Other,IT,2018,0.0,other,False
Hydro_Marine,IT,2018,0.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,IT,2018,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,IT,2018,3377.0,other,False
Hydro_Pure_pumped_Storage,IT,2018,3940.0,other,False
Hydro_Pure_storage,IT,2018,4651.0,other,False
Hydro_RunOfRiver_and_poundage,IT,2018,10530.0,other,False
Non_identified_net_gen,IT,2018,0.0,other,False
Other_non_renewable,IT,2018,1547.0,other,False
Other_renewable,IT,2018,0.0,other,False
Solar_PV,IT,2018,20108.0,other,False
Solar_Thermal,IT,2018,0.0,other,False
Waste_non_renewable,IT,2018,408.0,other,False
Waste_renewable,IT,2018,408.0,other,False
Wind_offshore,IT,2018,0.0,other,False
Wind_onshore,IT,2018,10230.0,other,False
Biomass,IT,2018,1600.0,renewable,True
Geothermal,IT,2018,767.0,renewable,True
Fossil Brown coal/Lignite,IT,2019,0.0,fossil,False
Fossil Coal-derived gas,IT,2019,1812.0,fossil,False
Fossil Gas,IT,2019,46322.0,fossil,False
Fossil Hard coal,IT,2019,4851.0,fossil,False
Fossil Oil,IT,2019,1443.0,fossil,False
Fossil Peat,IT,2019,0.0,fossil,False
Other,IT,2019,991.0,other,False
Waste,IT,2019,132.0,other,False
Biomass,IT,2019,1538.0,renewable,True
Geothermal,IT,2019,869.0,renewable,True
Hydro Pumped Storage,IT,2019,7574.0,renewable,True
Hydro Run-of-river and poundage,IT,2019,10650.0,renewable,True
Hydro Water Reservoir,IT,2019,3857.0,renewable,True
Marine,IT,2019,0.0,renewable,True
Other renewable,IT,2019,0.0,renewable,True
Solar,IT,2019,4717.0,renewable,True
Wind Offshore,IT,2019,0.0,renewable,True
Wind Onshore,IT,2019,9617.0,renewable,True
Fossil Brown coal/Lignite,IT,2020,0.0,fossil,False
Fossil Coal-derived gas,IT,2020,1764.0,fossil,False
Fossil Gas,IT,2020,42523.0,fossil,False
Fossil Hard coal,IT,2020,7617.0,fossil,False
Fossil Oil,IT,2020,1493.0,fossil,False
Fossil Peat,IT,2020,0.0,fossil,False
Other,IT,2020,1394.0,other,False
Waste,IT,2020,125.0,other,False
Biomass,IT,2020,1549.0,renewable,True
Geothermal,IT,2020,869.0,renewable,True
Hydro Pumped Storage,IT,2020,7276.0,renewable,True
Hydro Run-of-river and poundage,IT,2020,10441.0,renewable,True
Hydro Water Reservoir,IT,2020,4459.0,renewable,True
Marine,IT,2020,0.0,renewable,True
Other renewable,IT,2020,0.0,renewable,True
Solar,IT,2020,4874.0,renewable,True
Wind Offshore,IT,2020,0.0,renewable,True
Wind Onshore,IT,2020,10224.0,renewable,True
Fossil Brown coal/Lignite,IT,2021,0.0,fossil,False
Fossil Coal-derived gas,IT,2021,2064.0,fossil,False
Fossil Gas,IT,2021,41925.0,fossil,False
Fossil Hard coal,IT,2021,6987.0,fossil,False
Fossil Oil,IT,2021,1480.0,fossil,False
Fossil Peat,IT,2021,0.0,fossil,False
Other,IT,2021,837.0,other,False
Waste,IT,2021,125.0,other,False
Biomass,IT,2021,1587.0,renewable,True
Geothermal,IT,2021,869.0,renewable,True
Hydro Pumped Storage,IT,2021,7276.0,renewable,True
Hydro Run-of-river and poundage,IT,2021,10472.0,renewable,True
Hydro Water Reservoir,IT,2021,4454.0,renewable,True
Marine,IT,2021,0.0,renewable,True
Other renewable,IT,2021,0.0,renewable,True
Solar,IT,2021,4979.0,renewable,True
Wind Offshore,IT,2021,0.0,renewable,True
Wind Onshore,IT,2021,10302.0,renewable,True
Fossil Brown coal/Lignite,IT,2022,0.0,fossil,False
Fossil Coal-derived gas,IT,2022,2041.0,fossil,False
Fossil Gas,IT,2022,41961.0,fossil,False
Fossil Hard coal,IT,2022,6376.0,fossil,False
Fossil Oil,IT,2022,1490.0,fossil,False
Fossil Peat,IT,2022,0.0,fossil,False
Other,IT,2022,825.0,other,False
Waste,IT,2022,122.0,other,False
Biomass,IT,2022,1548.0,renewable,True
Geothermal,IT,2022,869.0,renewable,True
Hydro Pumped Storage,IT,2022,7256.0,renewable,True
Hydro Run-of-river and poundage,IT,2022,10507.0,renewable,True
Hydro Water Reservoir,IT,2022,4441.0,renewable,True
Marine,IT,2022,0.0,renewable,True
Other renewable,IT,2022,0.0,renewable,True
Solar,IT,2022,5137.0,renewable,True
Wind Offshore,IT,2022,0.0,renewable,True
Wind Onshore,IT,2022,10658.0,renewable,True
Fossil Brown coal/Lignite,IT,2023,0.0,fossil,False
Fossil Coal-derived gas,IT,2023,2072.0,fossil,False
Fossil Gas,IT,2023,44215.0,fossil,False
Fossil Hard coal,IT,2023,5576.0,fossil,False
Fossil Oil,IT,2023,1543.0,fossil,False
Fossil Peat,IT,2023,0.0,fossil,False
Other,IT,2023,853.0,other,False
Waste,IT,2023,120.0,other,False
Biomass,IT,2023,1534.0,renewable,True
Geothermal,IT,2023,869.0,renewable,True
Hydro Pumped Storage,IT,2023,7256.0,renewable,True
Hydro Run-of-river and poundage,IT,2023,10553.0,renewable,True
Hydro Water Reservoir,IT,2023,4440.0,renewable,True
Marine,IT,2023,0.0,renewable,True
Other renewable,IT,2023,0.0,renewable,True
Solar,IT,2023,5431.0,renewable,True
Wind Offshore,IT,2023,30.0,renewable,True
Wind Onshore,IT,2023,11204.0,renewable,True
Fossil Brown coal/Lignite,IT,2024,0.0,fossil,False
Fossil Coal-derived gas,IT,2024,2071.0,fossil,False
Fossil Gas,IT,2024,45157.0,fossil,False
Fossil Hard coal,IT,2024,5583.0,fossil,False
Fossil Oil,IT,2024,1564.0,fossil,False
Fossil Peat,IT,2024,0.0,fossil,False
Other,IT,2024,334.0,other,False
Waste,IT,2024,670.0,other,False
Biomass,IT,2024,1543.0,renewable,True
Geothermal,IT,2024,868.0,renewable,True
Hydro Pumped Storage,IT,2024,7256.0,renewable,True
Hydro Run-of-river and poundage,IT,2024,10291.0,renewable,True
Hydro Water Reservoir,IT,2024,4542.0,renewable,True
Marine,IT,2024,0.0,renewable,True
Other renewable,IT,2024,1.0,renewable,True
Solar,IT,2024,5927.0,renewable,True
Wind Offshore,IT,2024,30.0,renewable,True
Wind Onshore,IT,2024,11651.0,renewable,True
Fossil Gas,LT,2014,578.0,fossil,False
Biogas,LT,2014,18.0,other,False
Fossil_Mixed_fuels,LT,2014,1975.0,other,False
Hydro_Pure_pumped_Storage,LT,2014,900.0,other,False
Hydro_RunOfRiver_and_poundage,LT,2014,125.0,other,False
Other_non_renewable,LT,2014,7.0,other,False
Solar_PV,LT,2014,69.0,other,False
Waste_renewable,LT,2014,18.0,other,False
Wind_onshore,LT,2014,288.0,other,False
Biomass,LT,2014,42.0,renewable,True
