category,country,year,capacity_mw,group,is_renewable
Fossil Brown coal/Lignite,RO,2023,2497.0,fossil,False
Fossil Gas,RO,2023,1988.0,fossil,False
Fossil Hard coal,RO,2023,176.0,fossil,False
Nuclear,RO,2023,1300.0,nuclear,False
Biomass,RO,2023,118.0,renewable,True
Hydro Run-of-river and poundage,RO,2023,2780.0,renewable,True
Hydro Water Reservoir,RO,2023,3356.0,renewable,True
Solar,RO,2023,1185.0,renewable,True
Wind Onshore,RO,2023,2957.0,renewable,True
Fossil Brown coal/Lignite,RO,2024,1733.0,fossil,False
Fossil Gas,RO,2024,2238.0,fossil,False
Fossil Hard coal,RO,2024,176.0,fossil,False
Nuclear,RO,2024,1300.0,nuclear,False
Biomass,RO,2024,118.0,renewable,True
Hydro Run-of-river and poundage,RO,2024,2780.0,renewable,True
Hydro Water Reservoir,RO,2024,3359.0,renewable,True
Solar,RO,2024,1293.0,renewable,True
Wind Onshore,RO,2024,2958.0,renewable,True
Fossil Gas,RS,2014,311.0,fossil,False
Fossil_Brown_coal_Lignite,RS,2014,5238.0,other,False
Hydro_Pure_pumped_Storage,RS,2014,620.0,other,False
Hydro_Pure_storage,RS,2014,404.0,other,False
Hydro_RunOfRiver_and_poundage,RS,2014,1966.0,other,False
Fossil Gas,RS,2015,311.0,fossil,False
Fossil_Brown_coal_Lignite,RS,2015,5263.0,other,False
Hydro_Pure_pumped_Storage,RS,2015,620.0,other,False
Hydro_Pure_storage,RS,2015,404.0,other,False
Hydro_RunOfRiver_and_poundage,RS,2015,1985.0,other,False
Fossil Gas,RS,2016,311.0,fossil,False
Fossil_Brown_coal_Lignite,RS,2016,5283.0,other,False
Hydro_Pure_pumped_Storage,RS,2016,620.0,other,False
Hydro_Pure_storage,RS,2016,404.07,other,False
Hydro_RunOfRiver_and_poundage,RS,2016,1991.4,other,False
Fossil Gas,RS,2017,208.0,fossil,False
Fossil_Brown_coal_Lignite,RS,2017,5289.0,other,False
Hydro_Pure_pumped_Storage,RS,2017,614.0,other,False
Hydro_Pure_storage,RS,2017,400.97,other,False
Hydro_RunOfRiver_and_poundage,RS,2017,1982.22,other,False
Fossil Gas,RS,2018,208.0,fossil,False
Fossil_Brown_coal_Lignite,RS,2018,5314.0,other,False
Hydro_Pure_pumped_Storage,RS,2018,614.0,other,False
Hydro_Pure_storage,RS,2018,400.97,other,False
Hydro_RunOfRiver_and_poundage,RS,2018,1989.62,other,False
Wind_onshore,RS,2018,238.96,other,False
Fossil Brown coal/Lignite,RS,2019,5600.5,fossil,False
Fossil Gas,RS,2019,286.41,fossil,False
Other,RS,2019,22.63,other,False
Biomass,RS,2019,8.31,renewable,True
Hydro Pumped Storage,RS,2019,639.0,renewable,True
Hydro Run-of-river and poundage,RS,2019,1981.98,renewable,True
Hydro Water Reservoir,RS,2019,344.7,renewable,True
Wind Onshore,RS,2019,398.32,renewable,True
Fossil Brown coal/Lignite,RS,2020,5282.5,fossil,False
Fossil Gas,RS,2020,286.41,fossil,False
Other,RS,2020,25.03,other,False
Biomass,RS,2020,8.31,renewable,True
Hydro Pumped Storage,RS,2020,639.0,renewable,True
Hydro Run-of-river and poundage,RS,2020,2004.61,renewable,True
Hydro Water Reservoir,RS,2020,472.27,renewable,True
Solar,RS,2020,3.9,renewable,True
Wind Onshore,RS,2020,397.32,renewable,True
Fossil Brown coal/Lignite,RS,2021,5660.5,fossil,False
Fossil Gas,RS,2021,296.53,fossil,False
Other,RS,2021,24.66,other,False
Biomass,RS,2021,2.38,renewable,True
Hydro Pumped Storage,RS,2021,642.0,renewable,True
Hydro Run-of-river and poundage,RS,2021,2037.25,renewable,True
Hydro Water Reservoir,RS,2021,472.47,renewable,True
Solar,RS,2021,2.9,renewable,True
Wind Onshore,RS,2021,429.32,renewable,True
Fossil Brown coal/Lignite,RS,2022,5660.5,fossil,False
Fossil Gas,RS,2022,485.71,fossil,False
Other,RS,2022,34.64,other,False
Biomass,RS,2022,2.38,renewable,True
Hydro Pumped Storage,RS,2022,642.0,renewable,True
Hydro Run-of-river and poundage,RS,2022,2051.2,renewable,True
Hydro Water Reservoir,RS,2022,473.47,renewable,True
Solar,RS,2022,2.9,renewable,True
Wind Onshore,RS,2022,533.32,renewable,True
Fossil Brown coal/Lignite,RS,2023,6010.5,fossil,False
Fossil Gas,RS,2023,608.11,fossil,False
Other,RS,2023,34.64,other,False
Waste,RS,2023,32.4,other,False
Biomass,RS,2023,2.38,renewable,True
Hydro Pumped Storage,RS,2023,642.0,renewable,True
Hydro Run-of-river and poundage,RS,2023,2048.76,renewable,True
Hydro Water Reservoir,RS,2023,487.15,renewable,True
Solar,RS,2023,2.9,renewable,True
Wind Onshore,RS,2023,533.32,renewable,True
Fossil Brown coal/Lignite,RS,2024,6010.5,fossil,False
Fossil Gas,RS,2024,606.71,fossil,False
Other,RS,2024,34.64,other,False
Waste,RS,2024,32.4,other,False
Biomass,RS,2024,2.38,renewable,True
Hydro Pumped Storage,RS,2024,642.0,renewable,True
Hydro Run-of-river and poundage,RS,2024,2053.11,renewable,True
Hydro Water Reservoir,RS,2024,484.18,renewable,True
Solar,RS,2024,29.13,renewable,True
Wind Onshore,RS,2024,645.62,renewable,True
Fossil Gas,SE,2014,879.0,fossil,False
Fossil Oil,SE,2014,3622.0,fossil,False
Nuclear,SE,2014,9528.0,nuclear,False
Fossil_Hard_coal,SE,2014,225.0,other,False
Fossil_Mixed_fuels,SE,2014,559.0,other,False
Hydro_Pure_storage,SE,2014,16155.0,other,False
Solar_PV,SE,2014,79.0,other,False
Wind_onshore,SE,2014,5420.0,other,False
Biomass,SE,2014,3082.0,renewable,True
Fossil Gas,SE,2015,879.0,fossil,False
Fossil Oil,SE,2015,3277.0,fossil,False
Nuclear,SE,2015,9714.0,nuclear,False
Fossil_Hard_coal,SE,2015,225.0,other,False
Fossil_Mixed_fuels,SE,2015,120.0,other,False
Hydro_Pure_storage,SE,2015,16184.0,other,False
Other_renewable,SE,2015,441.0,other,False
Solar_PV,SE,2015,104.0,other,False
Wind_onshore,SE,2015,6029.0,other,False
Biomass,SE,2015,2978.0,renewable,True
Fossil Gas,SE,2016,879.0,fossil,False
Fossil Oil,SE,2016,3224.0,fossil,False
Nuclear,SE,2016,9076.0,nuclear,False
Fossil_Hard_coal,SE,2016,205.0,other,False
Fossil_Mixed_fuels,SE,2016,120.0,other,False
Hydro_Pure_storage,SE,2016,16181.0,other,False
Waste_non_renewable,SE,2016,453.0,other,False
Wind_onshore,SE,2016,6520.0,other,False
Biomass,SE,2016,3146.0,renewable,True
Fossil Gas,SE,2017,849.0,fossil,False
Fossil Oil,SE,2017,2695.0,fossil,False
Nuclear,SE,2017,8586.0,nuclear,False
Fossil_Hard_coal,SE,2017,205.0,other,False
Fossil_Mixed_fuels,SE,2017,120.0,other,False
Hydro_Pure_storage,SE,2017,16301.0,other,False
Waste_non_renewable,SE,2017,445.0,other,False
Wind_onshore,SE,2017,6691.0,other,False
Biomass,SE,2017,3145.0,renewable,True
Fossil Gas,SE,2018,849.0,fossil,False
Fossil Oil,SE,2018,2695.0,fossil,False
Nuclear,SE,2018,8614.0,nuclear,False
Fossil_Hard_coal,SE,2018,205.0,other,False
Fossil_Mixed_fuels,SE,2018,120.0,other,False
Fossil_Other,SE,2018,0.0,other,False
Hydro_Pure_storage,SE,2018,16630.0,other,False
Waste_non_renewable,SE,2018,445.0,other,False
Waste_renewable,SE,2018,0.0,other,False
Wind_onshore,SE,2018,7205.0,other,False
Biomass,SE,2018,3145.0,renewable,True
Nuclear,SE,2019,8586.0,nuclear,False
Other,SE,2019,8439.0,other,False
Hydro Water Reservoir,SE,2019,16301.0,renewable,True
Wind Onshore,SE,2019,7506.0,renewable,True
Nuclear,SE,2020,7710.0,nuclear,False
Other,SE,2020,8827.0,other,False
Hydro Water Reservoir,SE,2020,16318.0,renewable,True
Wind Onshore,SE,2020,9648.0,renewable,True
Nuclear,SE,2021,6871.0,nuclear,False
Other,SE,2021,7977.0,other,False
Hydro Water Reservoir,SE,2021,16334.0,renewable,True
Wind Onshore,SE,2021,10017.0,renewable,True
Nuclear,SE,2022,6900.0,nuclear,False
Other,SE,2022,8400.0,other,False
Hydro Water Reservoir,SE,2022,16300.0,renewable,True
Wind Onshore,SE,2022,12100.0,renewable,True
Nuclear,SE,2023,6900.0,nuclear,False
Other,SE,2023,9000.0,other,False
Hydro Water Reservoir,SE,2023,16300.0,renewable,True
Wind Onshore,SE,2023,14700.0,renewable,True
Nuclear,SE,2024,6900.0,nuclear,False
Other,SE,2024,6600.0,other,False
Hydro Water Reservoir,SE,2024,16300.0,renewable,True
Solar,SE,2024,3200.0,renewable,True
Wind Onshore,SE,2024,16700.0,renewable,True
Fossil Gas,SI,2014,439.0,fossil,False
Nuclear,SI,2014,696.0,nuclear,False
Biogas,SI,2014,28.0,other,False
Fossil_Brown_coal_Lignite,SI,2014,775.0,other,False
Fossil_Other,SI,2014,28.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,SI,2014,180.0,other,False
Hydro_RunOfRiver_and_poundage,SI,2014,1065.0,other,False
Other_non_renewable,SI,2014,109.0,other,False
Solar_PV,SI,2014,259.5,other,False
Waste_non_renewable,SI,2014,35.0,other,False
Wind_onshore,SI,2014,2.1,other,False
Biomass,SI,2014,12.0,renewable,True
Fossil Gas,SI,2015,439.0,fossil,False
Nuclear,SI,2015,696.0,nuclear,False
Biogas,SI,2015,29.0,other,False
Fossil_Brown_coal_Lignite,SI,2015,921.0,other,False
Fossil_Other,SI,2015,30.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,SI,2015,180.0,other,False
Hydro_RunOfRiver_and_poundage,SI,2015,1053.0,other,False
Other_non_renewable,SI,2015,107.0,other,False
Solar_PV,SI,2015,263.42,other,False
Waste_non_renewable,SI,2015,40.0,other,False
Wind_onshore,SI,2015,3.35,other,False
Biomass,SI,2015,12.0,renewable,True
Fossil Gas,SI,2016,455.4,fossil,False
Nuclear,SI,2016,696.0,nuclear,False
Biogas,SI,2016,28.51,other,False
Fossil_Brown_coal_Lignite,SI,2016,924.0,other,False
Fossil_Other,SI,2016,0.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,SI,2016,180.0,other,False
Hydro_RunOfRiver_and_poundage,SI,2016,1116.68,other,False
Other_non_renewable,SI,2016,106.97,other,False
Other_renewable,SI,2016,14.18,other,False
Solar_PV,SI,2016,270.54,other,False
Waste_non_renewable,SI,2016,8.19,other,False
Wind_onshore,SI,2016,3.3,other,False
Biomass,SI,2016,12.45,renewable,True
Fossil Gas,SI,2017,455.4,fossil,False
Nuclear,SI,2017,696.0,nuclear,False
Biogas,SI,2017,28.51,other,False
Fossil_Brown_coal_Lignite,SI,2017,924.0,other,False
Fossil_Other,SI,2017,0.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,SI,2017,180.0,other,False
Hydro_RunOfRiver_and_poundage,SI,2017,1116.68,other,False
Other_non_renewable,SI,2017,106.97,other,False
Other_renewable,SI,2017,14.18,other,False
Solar_PV,SI,2017,270.54,other,False
Waste_non_renewable,SI,2017,8.19,other,False
Wind_onshore,SI,2017,3.3,other,False
Biomass,SI,2017,12.45,renewable,True
Fossil Gas,SI,2018,518.7,fossil,False
Nuclear,SI,2018,696.0,nuclear,False
Biogas,SI,2018,31.4,other,False
Fossil_Brown_coal_Lignite,SI,2018,981.0,other,False
Fossil_Other,SI,2018,0.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,SI,2018,180.0,other,False
Hydro_RunOfRiver_and_poundage,SI,2018,1121.7,other,False
Other_non_renewable,SI,2018,111.0,other,False
Other_renewable,SI,2018,0.0,other,False
Solar_PV,SI,2018,290.2,other,False
Waste_non_renewable,SI,2018,8.2,other,False
Wind_onshore,SI,2018,3.3,other,False
Biomass,SI,2018,16.6,renewable,True
Fossil Brown coal/Lignite,SI,2019,924.0,fossil,False
Fossil Coal-derived gas,SI,2019,0.0,fossil,False
Fossil Gas,SI,2019,491.0,fossil,False
Fossil Hard coal,SI,2019,0.0,fossil,False
Fossil Oil,SI,2019,58.0,fossil,False
Fossil Oil shale,SI,2019,0.0,fossil,False
Fossil Peat,SI,2019,0.0,fossil,False
Nuclear,SI,2019,696.0,nuclear,False
Other,SI,2019,0.0,other,False
Waste,SI,2019,40.0,other,False
Biomass,SI,2019,17.0,renewable,True
Geothermal,SI,2019,0.0,renewable,True
Hydro Pumped Storage,SI,2019,180.0,renewable,True
Hydro Run-of-river and poundage,SI,2019,1053.0,renewable,True
Hydro Water Reservoir,SI,2019,0.0,renewable,True
Marine,SI,2019,0.0,renewable,True
Other renewable,SI,2019,1.0,renewable,True
Solar,SI,2019,275.34,renewable,True
Wind Offshore,SI,2019,0.0,renewable,True
Wind Onshore,SI,2019,3.0,renewable,True
Fossil Brown coal/Lignite,SI,2020,967.0,fossil,False
Fossil Gas,SI,2020,545.76,fossil,False
Fossil Oil,SI,2020,58.0,fossil,False
Nuclear,SI,2020,696.0,nuclear,False
Waste,SI,2020,38.44,other,False
Biomass,SI,2020,22.86,renewable,True
Hydro Pumped Storage,SI,2020,180.0,renewable,True
Hydro Run-of-river and poundage,SI,2020,1110.58,renewable,True
Solar,SI,2020,277.62,renewable,True
Wind Onshore,SI,2020,3.31,renewable,True
Fossil Brown coal/Lignite,SI,2021,981.0,fossil,False
Fossil Coal-derived gas,SI,2021,0.0,fossil,False
Fossil Gas,SI,2021,548.37,fossil,False
Fossil Hard coal,SI,2021,0.0,fossil,False
Fossil Oil,SI,2021,0.0,fossil,False
Fossil Oil shale,SI,2021,0.0,fossil,False
Fossil Peat,SI,2021,0.0,fossil,False
Nuclear,SI,2021,696.0,nuclear,False
Other,SI,2021,0.0,other,False
Waste,SI,2021,4.4,other,False
Biomass,SI,2021,15.8,renewable,True
Geothermal,SI,2021,0.0,renewable,True
Hydro Pumped Storage,SI,2021,180.0,renewable,True
Hydro Run-of-river and poundage,SI,2021,1125.0,renewable,True
Hydro Water Reservoir,SI,2021,0.0,renewable,True
Marine,SI,2021,0.0,renewable,True
Other renewable,SI,2021,0.0,renewable,True
Solar,SI,2021,459.0,renewable,True
Wind Offshore,SI,2021,0.0,renewable,True
Wind Onshore,SI,2021,3.29,renewable,True
Fossil Brown coal/Lignite,SI,2022,981.0,fossil,False
Fossil Coal-derived gas,SI,2022,0.0,fossil,False
Fossil Gas,SI,2022,548.0,fossil,False
Fossil Hard coal,SI,2022,0.0,fossil,False
Fossil Oil,SI,2022,0.0,fossil,False
Fossil Oil shale,SI,2022,0.0,fossil,False
Fossil Peat,SI,2022,0.0,fossil,False
Nuclear,SI,2022,696.0,nuclear,False
Other,SI,2022,0.0,other,False
Waste,SI,2022,4.4,other,False
Biomass,SI,2022,15.8,renewable,True
Geothermal,SI,2022,0.0,renewable,True
Hydro Pumped Storage,SI,2022,180.0,renewable,True
Hydro Run-of-river and poundage,SI,2022,1125.0,renewable,True
Hydro Water Reservoir,SI,2022,0.0,renewable,True
Marine,SI,2022,0.0,renewable,True
Other renewable,SI,2022,0.0,renewable,True
Solar,SI,2022,459.0,renewable,True
Wind Offshore,SI,2022,0.0,renewable,True
Wind Onshore,SI,2022,3.3,renewable,True
Fossil Brown coal/Lignite,SI,2023,1190.5,fossil,False
Fossil Gas,SI,2023,618.02,fossil,False
Fossil Oil,SI,2023,58.0,fossil,False
Nuclear,SI,2023,696.0,nuclear,False
Waste,SI,2023,33.14,other,False
Biomass,SI,2023,14.29,renewable,True
Hydro Pumped Storage,SI,2023,180.0,renewable,True
Hydro Run-of-river and poundage,SI,2023,1128.94,renewable,True
Solar,SI,2023,702.4,renewable,True
Wind Onshore,SI,2023,2.39,renewable,True
Fossil Brown coal/Lignite,SI,2024,1190.5,fossil,False
Fossil Gas,SI,2024,756.04,fossil,False
Fossil Oil,SI,2024,58.0,fossil,False
Nuclear,SI,2024,696.0,nuclear,False
Waste,SI,2024,6.31,other,False
Biomass,SI,2024,43.39,renewable,True
Hydro Pumped Storage,SI,2024,180.0,renewable,True
Hydro Run-of-river and poundage,SI,2024,1125.24,renewable,True
Solar,SI,2024,1109.53,renewable,True
Wind Onshore,SI,2024,3.25,renewable,True
Fossil Gas,SK,2014,1076.0,fossil,False
Fossil Oil,SK,2014,195.0,fossil,False
Nuclear,SK,2014,1940.0,nuclear,False
Biogas,SK,2014,103.0,other,False
Fossil_Brown_coal_Lignite,SK,2014,568.0,other,False
Fossil_Coal_derived_gas,SK,2014,0.0,other,False
Fossil_Hard_coal,SK,2014,440.0,other,False
Fossil_Mixed_fuels,SK,2014,413.0,other,False
Fossil_Other,SK,2014,0.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,SK,2014,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,SK,2014,282.0,other,False
Hydro_Pure_pumped_Storage,SK,2014,734.0,other,False
Hydro_Pure_storage,SK,2014,318.0,other,False
Hydro_RunOfRiver_and_poundage,SK,2014,1202.0,other,False
Other_non_renewable,SK,2014,0.0,other,False
Other_renewable,SK,2014,17.0,other,False
Solar_PV,SK,2014,531.0,other,False
Solar_Thermal,SK,2014,0.0,other,False
Waste_non_renewable,SK,2014,0.0,other,False
Wind_onshore,SK,2014,3.0,other,False
Biomass,SK,2014,254.0,renewable,True
Fossil Gas,SK,2015,1093.0,fossil,False
Fossil Oil,SK,2015,195.0,fossil,False
Nuclear,SK,2015,1940.0,nuclear,False
Biogas,SK,2015,104.0,other,False
Fossil_Brown_coal_Lignite,SK,2015,568.0,other,False
Fossil_Coal_derived_gas,SK,2015,0.0,other,False
Fossil_Hard_coal,SK,2015,440.0,other,False
Fossil_Mixed_fuels,SK,2015,422.0,other,False
Fossil_Other,SK,2015,0.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,SK,2015,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,SK,2015,282.0,other,False
Hydro_Pure_pumped_Storage,SK,2015,734.0,other,False
Hydro_Pure_storage,SK,2015,318.16,other,False
Hydro_RunOfRiver_and_poundage,SK,2015,1199.0,other,False
Other_non_renewable,SK,2015,0.0,other,False
Other_renewable,SK,2015,6.0,other,False
Solar_PV,SK,2015,532.0,other,False
Solar_Thermal,SK,2015,0.0,other,False
Waste_non_renewable,SK,2015,0.0,other,False
Wind_onshore,SK,2015,3.0,other,False
Biomass,SK,2015,259.0,renewable,True
Fossil Gas,SK,2016,1121.0,fossil,False
Fossil Oil,SK,2016,255.0,fossil,False
Nuclear,SK,2016,1940.0,nuclear,False
Biogas,SK,2016,105.0,other,False
Fossil_Brown_coal_Lignite,SK,2016,458.0,other,False
Fossil_Coal_derived_gas,SK,2016,0.0,other,False
Fossil_Hard_coal,SK,2016,220.0,other,False
Fossil_Mixed_fuels,SK,2016,422.0,other,False
Fossil_Other,SK,2016,0.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,SK,2016,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,SK,2016,282.0,other,False
Hydro_Pure_pumped_Storage,SK,2016,734.0,other,False
Hydro_Pure_storage,SK,2016,318.0,other,False
Hydro_RunOfRiver_and_poundage,SK,2016,1203.0,other,False
Other_non_renewable,SK,2016,0.0,other,False
Other_renewable,SK,2016,14.0,other,False
Solar_PV,SK,2016,530.0,other,False
Solar_Thermal,SK,2016,0.0,other,False
Waste_non_renewable,SK,2016,19.0,other,False
Wind_onshore,SK,2016,3.0,other,False
Biomass,SK,2016,224.0,renewable,True
Fossil Gas,SK,2017,1106.0,fossil,False
Fossil Oil,SK,2017,257.0,fossil,False
Nuclear,SK,2017,1940.0,nuclear,False
Biogas,SK,2017,105.0,other,False
Fossil_Brown_coal_Lignite,SK,2017,333.0,other,False
Fossil_Coal_derived_gas,SK,2017,0.0,other,False
Fossil_Hard_coal,SK,2017,221.0,other,False
Fossil_Mixed_fuels,SK,2017,431.0,other,False
Fossil_Other,SK,2017,0.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,SK,2017,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,SK,2017,282.0,other,False
Hydro_Pure_pumped_Storage,SK,2017,734.0,other,False
Hydro_Pure_storage,SK,2017,318.0,other,False
Hydro_RunOfRiver_and_poundage,SK,2017,1205.0,other,False
Other_non_renewable,SK,2017,0.0,other,False
Other_renewable,SK,2017,12.0,other,False
Solar_PV,SK,2017,530.0,other,False
Solar_Thermal,SK,2017,0.0,other,False
Waste_non_renewable,SK,2017,19.0,other,False
Wind_onshore,SK,2017,3.0,other,False
Biomass,SK,2017,225.0,renewable,True
Fossil Gas,SK,2018,1111.0,fossil,False
Fossil Oil,SK,2018,257.0,fossil,False
Nuclear,SK,2018,1940.0,nuclear,False
Biogas,SK,2018,104.0,other,False
Fossil_Brown_coal_Lignite,SK,2018,345.0,other,False
Fossil_Coal_derived_gas,SK,2018,0.0,other,False
Fossil_Hard_coal,SK,2018,221.0,other,False
Fossil_Mixed_fuels,SK,2018,419.0,other,False
Fossil_Other,SK,2018,0.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,SK,2018,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,SK,2018,282.0,other,False
Hydro_Pure_pumped_Storage,SK,2018,734.0,other,False
Hydro_Pure_storage,SK,2018,318.0,other,False
Hydro_RunOfRiver_and_poundage,SK,2018,1208.0,other,False
Other_non_renewable,SK,2018,0.0,other,False
Other_renewable,SK,2018,12.0,other,False
Solar_PV,SK,2018,531.0,other,False
Solar_Thermal,SK,2018,0.0,other,False
Waste_non_renewable,SK,2018,19.0,other,False
Wind_onshore,SK,2018,3.0,other,False
Biomass,SK,2018,224.0,renewable,True
Fossil Brown coal/Lignite,SK,2019,320.0,fossil,False
Fossil Gas,SK,2019,1153.0,fossil,False
Fossil Hard coal,SK,2019,221.0,fossil,False
Fossil Oil,SK,2019,257.0,fossil,False
Nuclear,SK,2019,1940.0,nuclear,False
Other,SK,2019,418.0,other,False
Biomass,SK,2019,214.0,renewable,True
Hydro Pumped Storage,SK,2019,916.0,renewable,True
Hydro Run-of-river and poundage,SK,2019,1208.0,renewable,True
Hydro Water Reservoir,SK,2019,418.0,renewable,True
Other renewable,SK,2019,116.0,renewable,True
Solar,SK,2019,531.0,renewable,True
Wind Onshore,SK,2019,3.0,renewable,True
Fossil Brown coal/Lignite,SK,2020,308.0,fossil,False
Fossil Gas,SK,2020,1152.0,fossil,False
Fossil Hard coal,SK,2020,1.0,fossil,False
Fossil Oil,SK,2020,257.0,fossil,False
Nuclear,SK,2020,1940.0,nuclear,False
Other,SK,2020,640.0,other,False
Biomass,SK,2020,224.0,renewable,True
Hydro Pumped Storage,SK,2020,916.0,renewable,True
Hydro Run-of-river and poundage,SK,2020,1210.0,renewable,True
Hydro Water Reservoir,SK,2020,418.0,renewable,True
Other renewable,SK,2020,116.0,renewable,True
Solar,SK,2020,531.0,renewable,True
Wind Onshore,SK,2020,3.0,renewable,True
Fossil Brown coal/Lignite,SK,2021,276.0,fossil,False
Fossil Gas,SK,2021,1183.0,fossil,False
Fossil Hard coal,SK,2021,1.0,fossil,False
Fossil Oil,SK,2021,259.0,fossil,False
Nuclear,SK,2021,2003.0,nuclear,False
